Java HotSpot(TM) 64-Bit Server VM (25.162-b12) for linux-amd64 JRE (1.8.0_162-b12), built on Dec 19 2017 21:15:48 by "java_re" with gcc 4.3.0 20080428 (Red Hat 4.3.0-8)
2018-06-02T21:32:09.095+0800: 32.892: [GC (Allocation Failure) [PSYoungGen: 268544K->256K(257536K)] 289813K->21725K(340992K), 0.0015470 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2018-06-02T21:32:09.227+0800: 33.023: [GC (Allocation Failure) [PSYoungGen: 256768K->256K(245760K)] 278237K->21909K(329216K), 0.0013242 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-06-02T21:32:09.344+0800: 33.141: [GC (Allocation Failure) [PSYoungGen: 245504K->224K(235520K)] 267157K->22069K(318976K), 0.0011976 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-06-02T21:32:09.458+0800: 33.255: [GC (Allocation Failure) [PSYoungGen: 234720K->256K(224768K)] 256565K->22269K(308224K), 0.0014575 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-06-02T21:32:09.571+0800: 33.367: [GC (Allocation Failure) [PSYoungGen: 224512K->256K(270336K)] 246525K->22437K(353792K), 0.0016823 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2018-06-02T21:32:09.701+0800: 33.497: [GC (Allocation Failure) [PSYoungGen: 269568K->256K(324096K)] 291749K->22605K(407552K), 0.0016972 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-06-02T21:32:09.887+0800: 33.684: [GC (Allocation Failure) [PSYoungGen: 323840K->256K(389632K)] 346189K->22773K(473088K), 0.0031522 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
2018-06-02T21:32:10.095+0800: 33.891: [GC (Allocation Failure) [PSYoungGen: 388864K->352K(466944K)] 411381K->23093K(550400K), 0.0017764 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-06-02T21:32:10.330+0800: 34.127: [GC (Allocation Failure) [PSYoungGen: 466784K->448K(560640K)] 489525K->23445K(644096K), 0.0022066 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2018-06-02T21:32:10.603+0800: 34.400: [GC (Allocation Failure) [PSYoungGen: 560576K->480K(534528K)] 583573K->23789K(617984K), 0.0015455 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2018-06-02T21:32:10.872+0800: 34.669: [GC (Allocation Failure) [PSYoungGen: 534496K->384K(509952K)] 557805K->24037K(593408K), 0.0027140 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
2018-06-02T21:32:11.139+0800: 34.936: [GC (Allocation Failure) [PSYoungGen: 509312K->448K(485888K)] 532965K->24445K(569344K), 0.0019783 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2018-06-02T21:32:11.375+0800: 35.172: [GC (Allocation Failure) [PSYoungGen: 485824K->480K(463872K)] 509821K->24797K(547328K), 0.0016516 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2018-06-02T21:32:11.603+0800: 35.400: [GC (Allocation Failure) [PSYoungGen: 463328K->448K(441856K)] 487645K->25085K(525312K), 0.0018958 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2018-06-02T21:32:11.829+0800: 35.626: [GC (Allocation Failure) [PSYoungGen: 441792K->416K(421888K)] 466429K->25349K(505344K), 0.0028837 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2018-06-02T21:32:12.066+0800: 35.863: [GC (Allocation Failure) [PSYoungGen: 421280K->384K(401920K)] 446213K->25597K(485376K), 0.0024420 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
2018-06-02T21:32:12.284+0800: 36.081: [GC (Allocation Failure) [PSYoungGen: 401792K->352K(384000K)] 427005K->25837K(467456K), 0.0014397 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2018-06-02T21:32:12.472+0800: 36.269: [GC (Allocation Failure) [PSYoungGen: 383328K->352K(366080K)] 408813K->26093K(449536K), 0.0019696 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-06-02T21:32:12.649+0800: 36.446: [GC (Allocation Failure) [PSYoungGen: 365920K->256K(350208K)] 391661K->26261K(433664K), 0.0014898 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2018-06-02T21:32:12.822+0800: 36.619: [GC (Allocation Failure) [PSYoungGen: 349440K->256K(419840K)] 375445K->26493K(503296K), 0.0065139 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
2018-06-02T21:32:13.070+0800: 36.867: [GC (Allocation Failure) [PSYoungGen: 419584K->384K(504320K)] 445821K->26861K(587776K), 0.0016540 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2018-06-02T21:32:13.318+0800: 37.115: [GC (Allocation Failure) [PSYoungGen: 503680K->448K(604672K)] 530157K->27197K(688128K), 0.0020145 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2018-06-02T21:32:13.616+0800: 37.413: [GC (Allocation Failure) [PSYoungGen: 604608K->480K(629760K)] 631357K->27549K(713216K), 0.0019569 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2018-06-02T21:32:13.954+0800: 37.751: [GC (Allocation Failure) [PSYoungGen: 629216K->448K(599552K)] 656285K->27901K(683008K), 0.0024229 secs] [Times: user=0.01 sys=0.01, real=0.00 secs] 
2018-06-02T21:32:14.257+0800: 38.054: [GC (Allocation Failure) [PSYoungGen: 599488K->448K(571904K)] 626941K->28293K(655360K), 0.0018269 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2018-06-02T21:32:14.551+0800: 38.348: [GC (Allocation Failure) [PSYoungGen: 571328K->416K(664576K)] 599173K->29653K(748032K), 0.0051392 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
